游戏名,房间名,主播头衔,热度/万,主播昵称,直播网址
穿越火线,最强AWM234杀13年狙神120万杀敌,无,6.7,湖南个竞狙神宝锅,https://www.douyu.com//5753791
穿越火线,专业冲分！素质主播！,CF官方视频作者,6.6,情久秋宇,https://www.douyu.com//8542577
穿越火线,排位/卡牌/小时/秒上号,排位女司机,6,情久晴崽,https://www.douyu.com//1339667
穿越火线,这几天是录播 出门办事 记得荧光棒续牌子,CF第一讲师,5.6,摇热k,https://www.douyu.com//5431561
穿越火线,没号 飞机荣耀之巅,无,5.3,CF石山,https://www.douyu.com//7610330
穿越火线,枪王/荣耀/之巅/秒上,CF意识流枪王,5.3,大个儿Li,https://www.douyu.com//2478544
穿越火线,全能型天才 10150227,无,5.1,E十丶小师弟,https://www.douyu.com//10150227
穿越火线,在听已是曲中人，再看已是我的人??,无,4.9,络枳,https://www.douyu.com//10484285
穿越火线,【幻逸】免费首胜 秒上号猛上分,无,4.9,幻逸超神了,https://www.douyu.com//4880556
穿越火线,免费帮全区上号/来个号秒上,无,4.5,白鲨肥太狼,https://www.douyu.com//10358406
穿越火线,日子难熬！,无,4.4,山花爛漫时,https://www.douyu.com//5083807
穿越火线,眼睛不适休息几天，复播待通知,新疆高延迟枪王之王,4.3,白鲨小画家,https://www.douyu.com//1731884
穿越火线,帮打全区排位/上分/上豆/小时/荣耀之巅,声优AK小公主,4.2,你的迷人9,https://www.douyu.com//6160997
穿越火线,想遇到那个彩虹般的人,无,4.1,SK丶方紫菲,https://www.douyu.com//9373034
穿越火线,轮播~明天见,无,4,cf杀三里,https://www.douyu.com//10415441
穿越火线,一起游戏吧~,无,3.9,宝妈灵芝,https://www.douyu.com//9981604
穿越火线,【绿芜】继续修仙…,无,3.4,绿芜法力无边,https://www.douyu.com//418804
穿越火线,呐邱：全网高效率上分/荣耀/之巅/,2016百城联赛秋季赛厦门金枪王,3.4,白日梦想家呐邱,https://www.douyu.com//1319636
穿越火线,帮打排位来个号秒上～,无,3.1,轩轩yyds,https://www.douyu.com//10049980
穿越火线,别人一天天变强，我却越来越菜,CF第一女COP,3.1,予轻纱,https://www.douyu.com//4557642
穿越火线,荣耀 猛猛干,无,3,LG未予,https://www.douyu.com//7260796
穿越火线,·-·我有一头小毛驴~~,无,3,萌a萌,https://www.douyu.com//8002300
穿越火线,荣耀世冠 终身会员 挑战武器 6烈6盘龙,国服生化身法大神,2.8,汉宫暖阳,https://www.douyu.com//6394653
穿越火线,持续摆烂中 = =,无,2.6,我给自己光,https://www.douyu.com//10694556
穿越火线,我单身我快乐,无,2.6,米子衿,https://www.douyu.com//10251217
穿越火线,帮打排位/不排队/秒上号,无,2.5,Kz秒狙,https://www.douyu.com//9184632
穿越火线,老年刀战及幽灵玩家！刀排可找我！,无,2.4,帝都幽冥鬼戕,https://www.douyu.com//2237590
穿越火线,挑战专家/撕裂者/无尽箱/,无,2.3,老简一,https://www.douyu.com//6861192
穿越火线,龙儿-粉烟-柯尔特卡通-毁灭青帝,无,2.2,主播阿森呀,https://www.douyu.com//7603238
穿越火线,C··F··/挑战系列/来十年解忧,无,2.2,汉宫甄无敌,https://www.douyu.com//7878350
穿越火线,520.我还是比较喜欢521,无,1.9,KZ小熊,https://www.douyu.com//8704088
穿越火线,回收大老爷们,无,1.6,陈笑ii,https://www.douyu.com//6115986
穿越火线,【张公子】我有一颗力挽狂澜的心,无,1.6,人间清醒张公子,https://www.douyu.com//1276747
穿越火线,【暴躁厨师】感谢陪伴,无,1.6,言意轩OvO,https://www.douyu.com//43433
穿越火线,幻神M200/幻神宠儿/迷迭香,无,1.4,骚涵cf活动达人,https://www.douyu.com//9775733
穿越火线,毁灭青帝-甜心教官-十年解忧,无,1.2,谦QS狙击魔术师,https://www.douyu.com//7696318
穿越火线,一个安静的女子,无,1.2,Qf小冷子丶,https://www.douyu.com//5820741
穿越火线,坚持健身的 Day Three ！,无,1.1,1ove7ovo,https://www.douyu.com//9197630
穿越火线,刀战全能主播，枪王之王不是有手就行~,无,1.1,北部小沐,https://www.douyu.com//9585425
穿越火线,大哥进帮你打三天排位,无,1.1,白鲨吴琪,https://www.douyu.com//54357
穿越火线,早啊~~~~~~~~~~,无,1,暴童TONG,https://www.douyu.com//9091467
穿越火线,别人带大哥上豆，我带大哥掉豆/skr~,无,0.9,baby掉分瑶,https://www.douyu.com//8078038
穿越火线,全区排位/只要未来可期今天就值得欢喜,无,0.9,甜心pro,https://www.douyu.com//9700569
穿越火线,全区枪王荣耀/秒上号/极速上分~@,CF国服排位枪王,0.8,白鲨熊猫君,https://www.douyu.com//3932834
穿越火线,深夜娱乐~~~,CFS冠军,0.7,白鲨三井,https://www.douyu.com//6727664
穿越火线,暴躁追击，全程小道,无,0.7,张子安i,https://www.douyu.com//3224286
穿越火线,梓毅：首胜/上分到荣耀/上豆/荣耀之巅,无,0.7,CF梓毅,https://www.douyu.com//6986060
穿越火线,南部战区刀战刀锋寨张丰翼,无,0.7,澄海3C缘丶横扫,https://www.douyu.com//2204354
穿越火线,万千灯火等不来你的直播间,无,0.7,万千灯火等不来你,https://www.douyu.com//10822324
穿越火线,点个关注免费上号咯！,无,0.6,暴力劈柴,https://www.douyu.com//10591068
穿越火线,全区9A91排位走起～鱼儿,无,0.6,化羽鱼儿,https://www.douyu.com//10097267
穿越火线,首胜，上分~~~~~~~,无,0.5,原老6,https://www.douyu.com//5617362
穿越火线,办卡双排上分,无,0.5,独行浪爷,https://www.douyu.com//8352650
穿越火线,免费上分首胜,无,0.5,李航ovo,https://www.douyu.com//10740328
穿越火线,慢慢成长努力变强~,无,0.5,CF52秋,https://www.douyu.com//10656272
穿越火线,AG世冠/雷神虎将/王者凌霄/, TGA选手国服知名98K ,0.4,太原庞臭臭,https://www.douyu.com//580883
穿越火线,新主播求关注 公会招优质指挥,无,0.4,沈艺宇,https://www.douyu.com//6832368
穿越火线,38岁阿姨，下饭主题专场,无,0.4,情久卷卷,https://www.douyu.com//9305472
穿越火线,免费/任务/挑战/活动,无,0.4,JinDaShu,https://www.douyu.com//9803122
穿越火线,北部排位限时上车,无,0.4,王少旭Away,https://www.douyu.com//10087457
穿越火线,?钻粉荣耀+房管?,无,0.4,旅行九天,https://www.douyu.com//9080462
穿越火线,生化酒店，第三真神，0加成跑酷！,无,0.4,新凰King,https://www.douyu.com//10207463
穿越火线,接下来有比赛，练练枪,无,0.4,全能选手薄荷,https://www.douyu.com//10660488
穿越火线,回忆总想哭，一个人太孤独,无,0.4,汉宫冬天,https://www.douyu.com//8584158
穿越火线,东部排位开始摆烂！！！,无,0.4,白鲨小古屋,https://www.douyu.com//6702766
穿越火线,西部枪王排位赛，欢迎各位老表前来玩耍！！,无,0.4,顾李777,https://www.douyu.com//10762840
穿越火线,保持热爱 奔赴山海  2961070,无,0.3,cf雨落晴天,https://www.douyu.com//2961070
穿越火线,帮打排位首胜 ，10514821,无,0.3,暖月HS,https://www.douyu.com//10514821
穿越火线,这游戏我刚玩,无,0.3,白鲨我我,https://www.douyu.com//6968296
穿越火线,CHeN3996128的直播间,无,0.3,CHeN3996128,https://www.douyu.com//10803852
穿越火线,免费带粉丝上车10634818,无,0.3,挽梦守护十八,https://www.douyu.com//10634818
穿越火线,北部掉豆之旅！,无,0.3,单翼z,https://www.douyu.com//9466283
穿越火线,萌新来啦！ 9587319,无,0.3,你嘞大爷,https://www.douyu.com//9587319
穿越火线,夜色难免黑凉，前行必有曙光,无,0.3,弹道1st,https://www.douyu.com//5460452
穿越火线,上点分！！！ 9698434,无,0.3,E十丶阿峰学长,https://www.douyu.com//9698434
穿越火线,早上好，开始新的一天！,无,0.3,K哥8743018,https://www.douyu.com//8743018
穿越火线,兴周伐纣 订阅来一波！ 23808,无,0.2,电竞阆苑,https://www.douyu.com//23808
穿越火线,cf排位混分巨兽已上线,无,0.2,RJA樂栎,https://www.douyu.com//6646851
穿越火线,全区，刀排，枪排，团队，枪王之王！,无,0.2,美男囝,https://www.douyu.com//7663429
穿越火线,南部荣耀猛猛干 8953884,无,0.2,海石阿,https://www.douyu.com//8953884
穿越火线,光速大逃脱穿越火线特辑,无,0.2,穿越火线赛事,https://www.douyu.com//5388537
穿越火线,努力练枪追东部前百！！！,无,0.2,听说牛牛很帅,https://www.douyu.com//10782588
穿越火线,北部传奇枪王有车位,无,0.2,汉宫阿柚,https://www.douyu.com//5428165
穿越火线,新赛季搞起来/排位/秒上/上分/上豆，,无,0.2,皑无双,https://www.douyu.com//9198023
穿越火线,山东杯16强山东中医药VS山东财经,无,0.2,山东中医药大学电竞社,https://www.douyu.com//10808307
穿越火线,亲爱的奶油直播间,无,0.2,亲爱的奶油,https://www.douyu.com//10859403
穿越火线,知安の白给日记,无,0.2,知安叔叔,https://www.douyu.com//10831494
穿越火线,好，开始坐牢,无,0.2,薛鸽鸽,https://www.douyu.com//9191201
穿越火线,被掏兜的每一天,无,0.1,东部万里青山,https://www.douyu.com//10350893
穿越火线,老6跟很6的区别,无,0.1,丨铁球丨,https://www.douyu.com//5273591
穿越火线,卷毛:新主播点关注免费上号打排位,无,0.1,温柔的卷毛,https://www.douyu.com//5912038
穿越火线,用户929748025的直播间,无,0.1,用户929748025,https://www.douyu.com//10626860
穿越火线,”山东杯“决赛！,山东财经大学电竞社,0.1,山东财经大学电竞社,https://www.douyu.com//10630525
穿越火线,传说武器全家桶，暴揍小红和小蓝~,无,0.1,神之刃y,https://www.douyu.com//9360048
穿越火线,山东杯四强争霸赛,威海职业学院电竞社,0.1,威海职业学院电竞社,https://www.douyu.com//10630538
穿越火线,全区枪王之王/荣耀之巅,无,0.1,来生去做氧气,https://www.douyu.com//10601583
穿越火线,CF禽兽狙 精彩视频频道,视频作者民间大神,0.1,穿越火线禽兽狙,https://www.douyu.com//5391916
穿越火线,山东交通职业学院电竞社的直播间,无,0.1,浅唱姐的忧伤,https://www.douyu.com//10808328
穿越火线,带大家看掉宗师,无,0.1,初光电子竞技协会,https://www.douyu.com//10639148
穿越火线,想玩的一起来 6079089,无,0.1,丿坏大大丿857,https://www.douyu.com//6079089
穿越火线,娱乐娱乐乐 10782681,无,0.1,朱皮饿霸,https://www.douyu.com//10782681
穿越火线,山东杯小组赛  十组淘汰赛,无,0.1,别离已成必然,https://www.douyu.com//10808341
穿越火线,北部后十开杀,无,0.1,垚不可羁,https://www.douyu.com//10852844
穿越火线,怪蜀黍回归了,无,0.1,怪蜀黍minoss,https://www.douyu.com//1804706
穿越火线,吴壮壮有点忙,无,0.1,吴壮壮很忙,https://www.douyu.com//10819851
穿越火线,关注免费首胜 10751541,无,0.1,在下一晨曦,https://www.douyu.com//10751541
穿越火线,Re希尔的直播间  速点,无,0.1,Re希尔,https://www.douyu.com//10876439
穿越火线,小男孩Supreme的直播间,无,0.1,小男孩Supreme,https://www.douyu.com//10866473
穿越火线,奔跑吧633841的直播间,无,0.1,十二只鸭子,https://www.douyu.com//10865910
穿越火线,穿越火线西部荣耀排位,无,0.1,约战小四川er,https://www.douyu.com//9811525
穿越火线,DJ刀战溜狗嘎嘎爽,无,0.1,矿泉水一乒,https://www.douyu.com//10817979
穿越火线,1月新版本精彩回看,无,0.1,CF节目组,https://www.douyu.com//9141567
穿越火线,文豪回来了~,无,0.1,情久李文豪,https://www.douyu.com//9493056
穿越火线,直播抽奖专业户的直播间,无,0.1,直播抽奖专业户,https://www.douyu.com//10862901
穿越火线,免费上号/首胜/上车,无,0.1,cf箐茶,https://www.douyu.com//10406301
穿越火线,混子混子混子混子 10714334,无,0.1,我都把你弄丢了,https://www.douyu.com//10714334
穿越火线,真是好久不见 883,无,0.1,PUBG五达电脑配置推荐,https://www.douyu.com//883
穿越火线,下饭主播ovo,无,0.1,蓝眼睛ovo,https://www.douyu.com//5472138
穿越火线,每天500个保持手感,无,0.1,Xccc04,https://www.douyu.com//7212606
穿越火线,又菜又爱玩的喳喳,无,0.1,腻40949,https://www.douyu.com//10871697
穿越火线,cf校内内战，周日,贵州师范大学电竞社,0.1,贵州师范大学电竞社,https://www.douyu.com//10318616
穿越火线,越菜越爱玩 10825618,无,0.1,Czs路人,https://www.douyu.com//10825618
穿越火线,随便玩会吧！！！,无,0.1,筱嵩夏,https://www.douyu.com//8769014
穿越火线,是猩猩大猩猩的猩猩的直播间,无,0.1,是猩猩大猩猩的猩猩,https://www.douyu.com//9721110
穿越火线,随便玩玩， 5489590,无,0.1,Pppppp最可爱,https://www.douyu.com//5489590
穿越火线,歪脖打不准,无,0.1,Lynx教练,https://www.douyu.com//7517395
穿越火线,等大哥来玩,无,0.1,一只老年狙i,https://www.douyu.com//10858166
穿越火线,冲冲冲0420560,无,0,烟台黄金职业学院电竞,https://www.douyu.com//10420560
穿越火线,猛攻地板砖在线送人头,无,0,CF曹博,https://www.douyu.com//6501387
穿越火线,CF各类模式1080 60帧视频,无,0,CF小唔桐,https://www.douyu.com//5871857
穿越火线,穿越火线：最精彩的个人击杀／枪王排位,无,0,CFHenry,https://www.douyu.com//10563440
穿越火线,第一天玩cf！有一起的嘛~,无,0,白鲨菀妹,https://www.douyu.com//7059854
穿越火线,首胜/定级/爆裂者/猫爪/秒上号,无,0,cf心殇,https://www.douyu.com//8384365
穿越火线,给鸭鸭上分,无,0,象山跳扫王,https://www.douyu.com//8557358
穿越火线,掉豆之路啊,无,0,小4啊,https://www.douyu.com//10547821
穿越火线,【CF大哥】都进来瞅瞅这些质量局的大哥们,无,0,北部南洋十三郎,https://www.douyu.com//7743995
穿越火线,汉宫 言辞的直播间,无,0,可乐加冰嘿,https://www.douyu.com//1952919
穿越火线,零冲单排上枪王,无,0,煋雲丶嗼忘初心,https://www.douyu.com//7400475
穿越火线,新人up视频轮播，一些脑洞的单机枪械变化,无,0,橘长呀,https://www.douyu.com//8697905
穿越火线,东部质量局 2448445,无,0,白鲨永恒,https://www.douyu.com//2448445
穿越火线,ccf生化划水,无,0,蓝色天空哈哈,https://www.douyu.com//9873234
穿越火线,今天又是帅气的小太爷,无,0,大神法力无边,https://www.douyu.com//10352920
穿越火线,北部小火车出发了,无,0,阿Weii,https://www.douyu.com//19129
穿越火线,五子032的直播间,无,0,五子032,https://www.douyu.com//10877027
穿越火线,十年了 老兵都去哪了,无,0,汉宫丶Croy,https://www.douyu.com//7148238
穿越火线,ROG全新出发,无,0,FairyTaleTownPLUS,https://www.douyu.com//6373079
穿越火线,半年不碰是真不会了啊！！！,无,0,99999丶儒雅随和的赌狗,https://www.douyu.com//8088433
穿越火线,See you at the top,无,0,丶oKk,https://www.douyu.com//8334143
穿越火线,汉宫小牧的直播间,无,0,汉宫小牧,https://www.douyu.com//6762328
穿越火线,XX徐在等一个机会,无,0,左手徐ii,https://www.douyu.com//7267219
穿越火线,希望有一个人能看破小娜的脆弱,无,0,情久小妮娜,https://www.douyu.com//8656330
穿越火线,求关注   每天都会更新视频,无,0,Fu2k丶离殇,https://www.douyu.com//6029206
穿越火线,十一年斜键....,无,0,旧梦Dylan,https://www.douyu.com//8012235
穿越火线,穿越火线新人直播的直播间,无,0,18363836169,https://www.douyu.com//10877106
穿越火线,轮播中勿扰,无,0,阿吾想吃鱼,https://www.douyu.com//9670330
穿越火线,定级定级！,无,0,执着Per,https://www.douyu.com//6955946
穿越火线,苏青岑丶的直播间,无,0,苏青岑丶,https://www.douyu.com//7952998
穿越火线,东部荣耀局 8260107,无,0,情久梦老狗,https://www.douyu.com//8260107
穿越火线,CF游戏大杂烩,无,0,墨竹磕游戏,https://www.douyu.com//10394753
穿越火线,南部战服！！,无,0,CF俗人syt,https://www.douyu.com//8890026
穿越火线,薛尾尾的直播间,无,0,薛尾尾,https://www.douyu.com//7781709
穿越火线,瞎玩一会儿 .,无,0,今晚打老虎3664,https://www.douyu.com//9522582
穿越火线,教你如何应对各种对局，有车位,无,0,rap言,https://www.douyu.com//10070067
穿越火线,Ju-选手 ;世间,无,0,懂你未晚,https://www.douyu.com//9734082
穿越火线,骑上我心爱的小摩托 5759096,无,0,翼彷桐刑,https://www.douyu.com//5759096
穿越火线,随风柚子在线互怼，CF柚子带你上分,无,0,随风视频柚子,https://www.douyu.com//9479960
穿越火线,新主播喜欢的点点关注哦~,无,0,Monk丶帝王僧,https://www.douyu.com//4359848
穿越火线,没号了/全区排位秒上,无,0,阿楠Ak,https://www.douyu.com//7861040
穿越火线,定级，上分/秒上号，空闲中！,无,0,白鲨必杀,https://www.douyu.com//7407716
穿越火线,今天是个好日子，啦啦啦啦,无,0,樰er哟,https://www.douyu.com//5228202
穿越火线,猛猛干小达人,无,0,渝万Dule,https://www.douyu.com//9942083
穿越火线,无尽工厂冲冲冲,无,0,山海不知,https://www.douyu.com//10343594
穿越火线,和佣人阿乐的快乐,无,0,别问别想别回忆,https://www.douyu.com//667145
穿越火线,一枪一个小朋友 6837655,无,0,小归尘,https://www.douyu.com//6837655
穿越火线,荣耀之扑克牌,无,0,少恭09,https://www.douyu.com//4666858
穿越火线,一天一个封号小技巧，天天学习封号小妙招,无,0,晚安406040,https://www.douyu.com//9108184
穿越火线,【北部】新赛季荣耀之巅走起,2019届TGA选手,0,谦和无缺gg,https://www.douyu.com//605767
穿越火线,橙子:猛男直播间,COD泥鳅狙神,0,我不是橙橙甜,https://www.douyu.com//7455070
穿越火线,欢迎上车。每晚7点,无,0,CFZhenxi,https://www.douyu.com//9257067
穿越火线,汝ss的直播间,无,0,哇我一天,https://www.douyu.com//10875376
穿越火线,无可匹敌的饭量 10299845,无,0,夏饭啊,https://www.douyu.com//10299845
穿越火线,荣耀200多豆了，玩会地平线5,无,0,潮汐DY5916790,https://www.douyu.com//5916790
穿越火线,CF新主播求关注,无,0,cf陈康,https://www.douyu.com//9326400
穿越火线,做了一个好长好长的梦.,无,0,孤星i丶,https://www.douyu.com//10874953
穿越火线,孑然东部荣耀枪王排位,无,0,孑然与你,https://www.douyu.com//6277474
穿越火线,过来打打首胜,无,0,渝万一老年醉,https://www.douyu.com//2184894
穿越火线,相声云顶曲苑杂坛！,无,0,山西老陈醋Ngk,https://www.douyu.com//8171495
穿越火线,战斗机  大成,无,0,战斗机大成,https://www.douyu.com//5944436
穿越火线,排位继续了昂~,无,0,涛大大啊哈哈,https://www.douyu.com//5960783
穿越火线,一个人的段位分,无,0,布丁脾气贼好,https://www.douyu.com//8611392
穿越火线,Armani5137的直播间,无,0,Armani5137,https://www.douyu.com//10434971
穿越火线,睡前故事/温柔御姐风 做你心上人,治愈系声优 情感电台主播,8.9,白鲨小泗,https://www.douyu.com//7921242
穿越火线,CF暮光-个竞老哥-爆头艺术,无,0.5,CF暮光,https://www.douyu.com//6884862
穿越火线,我赌你排位天天马枪,无,0.3,花花念伱如初,https://www.douyu.com//10718089
穿越火线,南部 娱乐,无,0.3,并肩ZL,https://www.douyu.com//9824903
穿越火线,灯牌上号一小时,无,0.2,于洋qwq,https://www.douyu.com//9272574
穿越火线,居间惠队长打AK,无,0.1,杀死普信男的男人,https://www.douyu.com//10860379
穿越火线,只暖纯嘚心的直播间,无,0.1,只暖纯嘚心,https://www.douyu.com//10821938
穿越火线,枪王排位：荣耀枪王,无,0,洛依神,https://www.douyu.com//8699217
