游戏名,房间名,主播头衔,热度/万,主播昵称,直播网址
穿越火线,·-·我有一头小毛驴~~,无,3,萌a萌,https://www.douyu.com//8002300
穿越火线,这妹妹真能混啊,无,3,瞅瞅家仙女管事,https://www.douyu.com//4251801
穿越火线,C··F··/挑战系列/来十年解忧,无,2.9,汉宫甄无敌,https://www.douyu.com//7878350
穿越火线,持续摆烂中 = =,无,2.7,我给自己光,https://www.douyu.com//10694556
穿越火线,荣耀世冠 终身会员 挑战武器 6烈6盘龙,无,2.6,汉宫暖阳,https://www.douyu.com//6394653
穿越火线,我单身我快乐,无,2.6,米子衿,https://www.douyu.com//10251217
穿越火线,老年刀战及幽灵玩家！刀排可找我！,无,2.5,帝都幽冥鬼戕,https://www.douyu.com//2237590
穿越火线,帮打排位/不排队/秒上号,无,2.4,Kz秒狙,https://www.douyu.com//9184632
穿越火线,挑战专家/荣耀世冠/无尽箱/,无,2.3,老简一,https://www.douyu.com//6861192
穿越火线,龙儿-粉烟-柯尔特卡通-毁灭青帝,无,2.2,主播阿森呀,https://www.douyu.com//7603238
穿越火线,520.我还是比较喜欢521,无,1.9,KZ小熊,https://www.douyu.com//8704088
穿越火线,随缘开播 随缘游戏,无,1.6,Doggii,https://www.douyu.com//7056277
穿越火线,【暴躁厨师】感谢陪伴,无,1.6,言意轩OvO,https://www.douyu.com//43433
穿越火线,幻神M200/幻神宠儿/迷迭香,无,1.4,骚涵cf活动达人,https://www.douyu.com//9775733
穿越火线,呐邱：全网高效率上分/荣耀/之巅/,无,1.4,白日梦想家呐邱,https://www.douyu.com//1319636
穿越火线,开钻粉/荣耀/挑战大师/排位,无,1.2,谦QS狙击魔术师,https://www.douyu.com//7696318
穿越火线,刀战全能主播，枪王之王不是有手就行~,无,1.2,北部小沐,https://www.douyu.com//9585425
穿越火线,免费上号哦 10691578,无,1,cf念圆,https://www.douyu.com//10691578
穿越火线,全区排位/只要未来可期今天就值得欢喜,无,0.9,甜心pro,https://www.douyu.com//9700569
穿越火线,可以欢乐游戏的几天,无,0.7,同九酱,https://www.douyu.com//10258735
穿越火线,暴躁追击，全程小道,无,0.7,张子安i,https://www.douyu.com//3224286
穿越火线,梓毅：首胜/上分到荣耀/上豆/荣耀之巅,无,0.7,CF梓毅,https://www.douyu.com//6986060
穿越火线,深夜娱乐~~~,无,0.7,白鲨三井,https://www.douyu.com//6727664
穿越火线,全区9A91排位走起～鱼儿,无,0.6,化羽鱼儿,https://www.douyu.com//10097267
穿越火线,首胜，上分~~~~~~~,无,0.5,原老6,https://www.douyu.com//5617362
穿越火线,慢慢成长努力变强~,无,0.5,CF52秋,https://www.douyu.com//10656272
穿越火线,38岁阿姨，下饭主题专场,无,0.4,情久卷卷,https://www.douyu.com//9305472
穿越火线,回忆总想哭，一个人太孤独,无,0.4,汉宫冬天,https://www.douyu.com//8584158
穿越火线,生化酒店，第三真神，0加成跑酷！,无,0.4,新凰King,https://www.douyu.com//10207463
穿越火线,东部排位开始摆烂！！！,无,0.4,白鲨小古屋,https://www.douyu.com//6702766
穿越火线,免费/任务/挑战/活动,无,0.3,JinDaShu,https://www.douyu.com//9803122
穿越火线,新人主播：北部5540队内,无,0.3,KZ晴妹妹,https://www.douyu.com//7984277
穿越火线,萌新来啦！ 9587319,无,0.3,你嘞大爷,https://www.douyu.com//9587319
穿越火线,上点分！！！ 9698434,无,0.3,E十丶阿峰学长,https://www.douyu.com//9698434
穿越火线,夜色难免黑凉，前行必有曙光,无,0.3,弹道1st,https://www.douyu.com//5460452
穿越火线,穿越火线\(^o^)/~,无,0.2,大萌乖乖,https://www.douyu.com//5163318
穿越火线,光速大逃脱穿越火线特辑,无,0.2,穿越火线赛事,https://www.douyu.com//5388537
穿越火线,北部传奇枪王有车位,无,0.2,汉宫阿柚,https://www.douyu.com//5428165
穿越火线,新赛季搞起来/排位/秒上/上分/上豆，,无,0.2,皑无双,https://www.douyu.com//9198023
穿越火线,山东杯16强山东中医药VS山东财经,山东中医药大学电竞社,0.2,山东中医药大学电竞社,https://www.douyu.com//10808307
穿越火线,卷毛:新主播点关注免费上号打排位,无,0.1,温柔的卷毛,https://www.douyu.com//5912038
穿越火线,传说武器全家桶，暴揍小红和小蓝~,无,0.1,神之刃y,https://www.douyu.com//9360048
穿越火线,陌生人今天我生日进来祝我生日快乐吧,无,0.1,子辰也,https://www.douyu.com//10848613
穿越火线,”山东杯“决赛！,山东财经大学电竞社,0.1,山东财经大学电竞社,https://www.douyu.com//10630525
穿越火线,CF禽兽狙 精彩视频频道,无,0.1,穿越火线禽兽狙,https://www.douyu.com//5391916
穿越火线,早上恶补时间,无,0.1,会爆头的铁匠,https://www.douyu.com//4620124
穿越火线,带大家看掉宗师,无,0.1,初光电子竞技协会,https://www.douyu.com//10639148
穿越火线,山东杯四强争霸赛,威海职业学院电竞社,0.1,威海职业学院电竞社,https://www.douyu.com//10630538
穿越火线,山东杯小组赛  十组淘汰赛,潍坊科技学院电竞社,0.1,别离已成必然,https://www.douyu.com//10808341
穿越火线,翻斗花园突破手牛爷爷,无,0.1,cf满月,https://www.douyu.com//40654
穿越火线,山东交通职业学院电竞社的直播间,山东交通职业学院电竞社,0.1,浅唱姐的忧伤,https://www.douyu.com//10808328
穿越火线,吴壮壮有点忙,无,0.1,吴壮壮很忙,https://www.douyu.com//10819851
穿越火线,奔跑吧633841的直播间,无,0.1,十二只鸭子,https://www.douyu.com//10865910
穿越火线,随便玩玩， 5489590,无,0.1,Pppppp最可爱,https://www.douyu.com//5489590
穿越火线,每天不固定直播喜欢的点个关注,无,0.1,丢了大雄的A梦,https://www.douyu.com//10871403
穿越火线,怪蜀黍回归了,无,0.1,怪蜀黍minoss,https://www.douyu.com//1804706
穿越火线,1月新版本精彩回看,无,0.1,CF节目组,https://www.douyu.com//9141567
穿越火线,挽山河039的直播间,无,0.1,挽山河039,https://www.douyu.com//10840110
穿越火线,有车位，代入感太强已经开始拽了,无,0.1,rap言,https://www.douyu.com//10070067
穿越火线,cf校内内战，周日,贵州师范大学电竞社,0.1,贵州师范大学电竞社,https://www.douyu.com//10318616
穿越火线,你是神明赐的礼物的直播间,无,0.1,阿乐dgz,https://www.douyu.com//10793394
穿越火线,零冲单排上枪王,无,0,煋雲丶嗼忘初心,https://www.douyu.com//7400475
穿越火线,首胜/定级/爆裂者/猫爪/秒上号,无,0,cf心殇,https://www.douyu.com//8384365
穿越火线,执念03927的直播间,无,0,扮熊,https://www.douyu.com//8860700
穿越火线,随便玩会吧！！！,无,0,筱嵩夏,https://www.douyu.com//8769014
穿越火线,下饭主播ovo,无,0,蓝眼睛ovo,https://www.douyu.com//5472138
穿越火线,第一天玩cf！有一起的嘛~,无,0,白鲨菀妹,https://www.douyu.com//7059854
穿越火线,十年了 老兵都去哪了,无,0,汉宫丶Croy,https://www.douyu.com//7148238
穿越火线,新人up视频轮播，一些脑洞的单机枪械变化,无,0,橘长呀,https://www.douyu.com//8697905
穿越火线,小菜鸡的排位之旅,无,0,用户36066569,https://www.douyu.com//10875718
穿越火线,穿越火线：最精彩的个人击杀／枪王排位,无,0,CFHenry,https://www.douyu.com//10563440
穿越火线,CF各类模式1080 60帧视频,无,0,CF小唔桐,https://www.douyu.com//5871857
穿越火线,每天500个保持手感,无,0,Xccc04,https://www.douyu.com//7212606
穿越火线,定级，上分/秒上号，空闲中！,无,0,白鲨必杀,https://www.douyu.com//7407716
穿越火线,定级，上分/秒上号，空闲中！,无,0,白鲨必杀,https://www.douyu.com//7407716
穿越火线,枪王排位：荣耀枪王,无,0,洛依神,https://www.douyu.com//8699217
穿越火线,生化娱乐局,无,0,自渡mmm,https://www.douyu.com//7094592
穿越火线,【CF半质局】心累到不想报点,无,0,北部南洋十三郎,https://www.douyu.com//7743995
穿越火线,希望有一个人能看破小娜的脆弱,无,0,情久小妮娜,https://www.douyu.com//8656330
穿越火线,冲冲冲0420560,烟台黄金职业学院电竞社,0,烟台黄金职业学院电竞,https://www.douyu.com//10420560
穿越火线,北部小火车出发了,无,0,阿Weii,https://www.douyu.com//19129
穿越火线,南部战服！！,无,0,CF俗人syt,https://www.douyu.com//8890026
穿越火线,See you at the top,无,0,丶oKk,https://www.douyu.com//8334143
穿越火线,骑上我心爱的小摩托 5759096,无,0,翼彷桐刑,https://www.douyu.com//5759096
穿越火线,东部质量局 2448445,无,0,白鲨永恒,https://www.douyu.com//2448445
穿越火线,随便玩玩！~ 5430392,无,0,Night的寂寞,https://www.douyu.com//5430392
穿越火线,ROG全新出发,无,0,FairyTaleTownPLUS,https://www.douyu.com//6373079
穿越火线,没号了/全区排位秒上,无,0,阿楠Ak,https://www.douyu.com//7861040
穿越火线,CF游戏大杂烩,无,0,墨竹磕游戏,https://www.douyu.com//10394753
穿越火线,今天是个好日子，啦啦啦啦,无,0,樰er哟,https://www.douyu.com//5228202
穿越火线,随风柚子在线互怼，CF柚子带你上分,无,0,随风视频柚子,https://www.douyu.com//9479960
穿越火线,苏青岑丶的直播间,无,0,苏青岑丶,https://www.douyu.com//7952998
穿越火线,今天又是帅气的小太爷,无,0,大神法力无边,https://www.douyu.com//10352920
穿越火线,ccf生化划水,无,0,蓝色天空哈哈,https://www.douyu.com//9873234
穿越火线,和佣人阿乐的快乐,无,0,别问别想别回忆,https://www.douyu.com//667145
穿越火线,五子032的直播间,无,0,五子032,https://www.douyu.com//10877027
穿越火线,lalala哒的直播间,无,0,lalala哒,https://www.douyu.com//10879126
穿越火线,新人直播的第一天~,无,0,吕子佳,https://www.douyu.com//10879255
穿越火线,荣耀之扑克牌,无,0,少恭09,https://www.douyu.com//4666858
穿越火线,轮播中勿扰,无,0,阿吾想吃鱼,https://www.douyu.com//9670330
穿越火线,求关注   每天都会更新视频,无,0,Fu2k丶离殇,https://www.douyu.com//6029206
穿越火线,一天一个封号小技巧，天天学习封号小妙招,无,0,晚安406040,https://www.douyu.com//9108184
穿越火线,CF新主播求关注,无,0,cf陈康,https://www.douyu.com//9326400
穿越火线,汉宫小牧的直播间,无,0,汉宫小牧,https://www.douyu.com//6762328
穿越火线,橙子:猛男直播间,无,0,我不是橙橙甜,https://www.douyu.com//7455070
穿越火线,十一年斜键....,无,0,旧梦Dylan,https://www.douyu.com//8012235
穿越火线,XX徐在等一个机会,无,0,左手徐ii,https://www.douyu.com//7267219
穿越火线,新主播喜欢的点点关注哦~,无,0,Monk丶帝王僧,https://www.douyu.com//4359848
穿越火线,瞎玩一会儿 .,无,0,今晚打老虎3664,https://www.douyu.com//9522582
穿越火线,一枪一个小朋友 6837655,无,0,小归尘,https://www.douyu.com//6837655
穿越火线,无可匹敌的饭量 10299845,无,0,夏饭啊,https://www.douyu.com//10299845
穿越火线,【北部】新赛季荣耀之巅走起,无,0,谦和无缺gg,https://www.douyu.com//605767
穿越火线,孑然东部荣耀枪王排位,无,0,孑然与你,https://www.douyu.com//6277474
穿越火线,战斗机  大成,无,0,战斗机大成,https://www.douyu.com//5944436
穿越火线,过来打打首胜,无,0,渝万一老年醉,https://www.douyu.com//2184894
穿越火线,努塔嘎的直播间,无,0,努塔嘎,https://www.douyu.com//10878158
穿越火线,定级定级！,无,0,执着Per,https://www.douyu.com//6955946
穿越火线,日常练枪滴滴,无,0,不负遇见ccc,https://www.douyu.com//9172868
穿越火线,欢迎上车。每晚7点,无,0,CFZhenxi,https://www.douyu.com//9257067
穿越火线,南部大师 免费上分,无,0,温顾意,https://www.douyu.com//9258430
穿越火线,用户13596009的直播间,无,0,用户13596009,https://www.douyu.com//10433041
穿越火线,别bb单排中。。。。,无,0,SucmMvp,https://www.douyu.com//7491212
穿越火线,接下来有比赛，练练枪,无,0,全能选手薄荷,https://www.douyu.com//10660488
穿越火线,遇事逃避的人是小丑,无,0,Carry711,https://www.douyu.com//10789982
穿越火线,斗鱼全皮肤点进来,无,46.8,情久月姐姐,https://www.douyu.com//897371
穿越火线,南部 娱乐,无,0.3,并肩ZL,https://www.douyu.com//9824903
穿越火线,全区，刀排，枪排，团队，枪王之王！,无,0.2,美男囝,https://www.douyu.com//7663429
穿越火线,老6跟很6的区别,无,0.2,丨铁球丨,https://www.douyu.com//5273591
穿越火线,免费帮你打排位,无,0.1,cf小宇呢,https://www.douyu.com//10484138
穿越火线,荣耀娱乐局-,无,0.1,cf箐茶,https://www.douyu.com//10406301
穿越火线,r石家庄吴彦祖的直播间,无,0,r石家庄吴彦祖,https://www.douyu.com//8909858
穿越火线,歪脖打不准,无,0,Lynx教练,https://www.douyu.com//7517395
