游戏名,房间名,主播头衔,热度/万,主播昵称,直播网址
穿越火线,天晴了雨停了我又行了,无,10.8,情久暖迷,https://www.douyu.com//8260751
穿越火线,首胜??排位??帮打??突破手??,无,10.8,主播雨兮吖,https://www.douyu.com//10412361
穿越火线,玩生化的女生不配拥有粉丝吗？,无,10.7,绝绝兔,https://www.douyu.com//6328489
穿越火线,全区排位/首胜/段位/豆豆秒上,CF排位破点小能手,10.3,情久小西妹,https://www.douyu.com//8489449
穿越火线,晚上带水友娱乐 啥都玩！,无,10.3,可恶丶迷失称神,https://www.douyu.com//9960625
穿越火线,新人主播 第三天直播~47895,CFPL官方解说,10.2,白鲨加菲,https://www.douyu.com//47895
穿越火线,我和我的怨种队友............,爆破残局收割王,10.1,小江江超哇塞,https://www.douyu.com//8824929
穿越火线,嗓子不舒服 安静玩游戏,无,10,白鲨惠子,https://www.douyu.com//5410999
穿越火线,裂开了啊啊啊啊啊,无,9.9,情久小北北,https://www.douyu.com//14842
穿越火线,你的月亮永悬不落,无,9.7,白鲨小月亮丶,https://www.douyu.com//8768
穿越火线,季南风:30人乱斗职业3+1,CF顶尖身法大师,9.6,七里季南风,https://www.douyu.com//178599
穿越火线,歪？在么梦倾来了哦~,无,9.5,梦倾阿,https://www.douyu.com//9663019
穿越火线,新人报道 求关注*.*,无,9.5,小Q妹i,https://www.douyu.com//10400786
穿越火线,我只管努力，其他交给天意?,无,9.5,小酥汐i,https://www.douyu.com//10069329
穿越火线,全区帮打排位/秒上/保榜,2021福建省秋季百城联赛冠军,9.3,赛航XXL,https://www.douyu.com//6704179
穿越火线,这几天是录播 出门办事 记得荧光棒续牌子,CF第一讲师,9.1,摇热k,https://www.douyu.com//5431561
穿越火线,可能岸上的人更爱海海上的人更向往港湾,穿越火线G.R女团成员,8.8,情久美素,https://www.douyu.com//5286883
穿越火线,秒上号不排队/学技术看简单~,浙江省2018TGA春季赛金枪王,8.8,白鲨简单,https://www.douyu.com//8697971
穿越火线,恭喜柒柒首枚紫牌冠名?,CF金牌M4,8.5,小福歆,https://www.douyu.com//9246009
穿越火线,南部小姐姐在线帮打排位/首胜,无,8.4,俏皮菲姐吖,https://www.douyu.com//9679399
穿越火线,排位上车一起玩呀,无,8.4,小小苏芽,https://www.douyu.com//10726574
穿越火线,在线等个号,2018TGA选手,8.3,小蛇眼呀,https://www.douyu.com//3123723
穿越火线,想遇到那个彩虹般的人,无,8.1,SK丶方紫菲,https://www.douyu.com//9373034
穿越火线,可怜的宝宝~~,双修女战神,8,情久张韵儿,https://www.douyu.com//8422314
穿越火线,老年刀战及幽灵玩家！刀排可找我！,无,7.9,帝都幽冥鬼戕,https://www.douyu.com//2237590
穿越火线,北部枪王之王/全区排位,无,7.9,cf杀三里,https://www.douyu.com//10415441
穿越火线,老阿姨v小姐姐,无,7.4,cf慧慧,https://www.douyu.com//7435496
穿越火线,办卡打号秒上号 稳稳上分 来个北部上车,无,7.4,温柔李安乐,https://www.douyu.com//2145285
穿越火线,帮打排位/高质量/效率上分/素质主播,无,7.3,白鲨欧豪,https://www.douyu.com//10403762
穿越火线,免费上分/上号/钻粉荣耀,无,7.3,CF晓坤,https://www.douyu.com//4097830
穿越火线,Say hi!,无,7.3,唯妮Winny,https://www.douyu.com//584592
穿越火线,在听已是曲中人，再看已是我的人??,无,7.2,络枳,https://www.douyu.com//10484285
穿越火线,我的scar，只打上巴,无,7.2,心命与满诗,https://www.douyu.com//10437577
穿越火线,每天多笑笑  未来可期哦,无,7.2,情久小妖怪,https://www.douyu.com//7322141
穿越火线,不要求也不强求，要去要留自便,CF跳跳乐女司机,7,田野小鹿鹿,https://www.douyu.com//6621082
穿越火线,放空放空~~等个房大大,无,7,洛米尐吖頭,https://www.douyu.com//10193949
穿越火线,粉丝免费打，AG荣耀世冠开整,无,6.8,穿越火线吉祥,https://www.douyu.com//10705467
穿越火线,【绿芜】继续修仙…,无,6.7,绿芜法力无边,https://www.douyu.com//418804
穿越火线,直播等个号排位！,无,6.7,渝万丶大阿振,https://www.douyu.com//2070429
穿越火线,海盗船开船了~,庆余年优秀主播,6.5,拥有晴天,https://www.douyu.com//5282998
穿越火线,排位女土匪，第一女QBZ.全区秒,无,6.3,情久优柔,https://www.douyu.com//8495302
穿越火线,今晚首秀精彩多多,全能职业教练,6.2,迷迷的阿风三叔,https://www.douyu.com//9349426
穿越火线,别人一天天变强，我却越来越菜,CF第一女COP,6.2,予轻纱,https://www.douyu.com//4557642
穿越火线,没人宠，一只啥也会打的小懒蛋,无,6.1,小小偷懒,https://www.douyu.com//6011550
穿越火线,排位/卡牌/小时/秒上号,排位女司机,6,情久晴崽,https://www.douyu.com//1339667
穿越火线,帮打全区排位/小时 秒上号,无,5.6,白鲨小师弟,https://www.douyu.com//4924276
穿越火线,东部传奇局~,CF国服顶尖女M4,5.5,情久小花儿Stars,https://www.douyu.com//8497974
穿越火线,没号 飞机荣耀之巅,无,5.4,CF石山,https://www.douyu.com//7610330
穿越火线,【幻逸】免费首胜 秒上号猛上分,无,5,幻逸超神了,https://www.douyu.com//4880556
穿越火线,帮打排位/效率/高质量选手。,2021山东百城联赛省冠狙神,4.9,情久霸天丶,https://www.douyu.com//8885916
穿越火线,秒上号/质量/不排队-首选！,无,4.2,情久sunn,https://www.douyu.com//6272111
穿越火线,眼睛不适休息几天，复播待通知,新疆高延迟枪王之王,4.2,白鲨小画家,https://www.douyu.com//1731884
穿越火线,上赛季北部前二十，定级/上分/一起玩速来,无,4.2,情久梵梵,https://www.douyu.com//9025276
穿越火线,帮打全区排位/上分/上豆/小时/荣耀之巅,声优AK小公主,4.1,你的迷人9,https://www.douyu.com//6160997
穿越火线,啥都玩啥都菜 10762546,无,4.1,可怕的兮默枫,https://www.douyu.com//10762546
穿越火线,中指又被螺丝刀扎个坑，我服了,TGA认证美女主播，CFDL解说,3.8,Baby擎1004,https://www.douyu.com//6043590
穿越火线,不努力怎会进步,无,3.7,CF王小北,https://www.douyu.com//10797685
穿越火线,【秒上号】北部一个钻粉直飞荣耀之巅！,无,3.3,老馋狗,https://www.douyu.com//6566325
穿越火线,免费上号/排位/荣耀（娱乐）,无,3.2,妄念家的臭花花,https://www.douyu.com//8063981
穿越火线,这小子上分太快了吧？,无,3.1,CF于浪,https://www.douyu.com//9356096
穿越火线,帮打排位来个号秒上～,无,3.1,轩轩yyds,https://www.douyu.com//10049980
穿越火线,荣耀世冠 终身会员 挑战武器 6烈6盘龙,国服生化身法大神,3.1,汉宫暖阳,https://www.douyu.com//6394653
穿越火线,·-·我有一头小毛驴~~,无,3,萌a萌,https://www.douyu.com//8002300
穿越火线,卡牌荣耀之巅滴滴,斗鱼顶尖女狙击,3,小优优mm,https://www.douyu.com//5131791
穿越火线,C··F··/挑战系列/来十年解忧,无,2.9,汉宫甄无敌,https://www.douyu.com//7878350
穿越火线,我单身我快乐,无,2.6,米子衿,https://www.douyu.com//10251217
穿越火线,帮打排位/不排队/秒上号,无,2.6,Kz秒狙,https://www.douyu.com//9184632
穿越火线,今天是打工限定版小秃 晚上见,无,2.5,秃头言不秃,https://www.douyu.com//2773
穿越火线,北部枪王之王    上分,2014年穿越火线TGA大冠赛八强,2.3,工具人月月,https://www.douyu.com//9956210
穿越火线,直播中 来张办卡也是爱啊！！！,无,2.3,KZ丶N宝,https://www.douyu.com//8457301
穿越火线,挑战专家/撕裂者/无尽箱/,无,2.3,老简一,https://www.douyu.com//6861192
穿越火线,毁灭青帝-龙儿-粉烟-柯尔特卡通,无,2.2,主播阿森呀,https://www.douyu.com//7603238
穿越火线,海岛练习时长两年半,狂暴战士,2.2,Dy阿柒哟,https://www.douyu.com//10805957
穿越火线,520.我还是比较喜欢521,无,1.9,KZ小熊,https://www.douyu.com//8704088
穿越火线,不要再打我了。。,无,1.9,沫沫灬傲娇,https://www.douyu.com//10846207
穿越火线,全能选手啥都不会,无,1.8,豆子Cc丶,https://www.douyu.com//10396689
穿越火线,南部大区枪王段通宵车位,无,1.7,Zy丶林优秀,https://www.douyu.com//7172177
穿越火线,帮老板掉豆的一天,无,1.7,星黛露pt2,https://www.douyu.com//10756359
穿越火线,主玩南部排位 跳跳乐 无聊唱歌,无,1.6,俏皮恋次吖,https://www.douyu.com//9845765
穿越火线,随缘开播 随缘游戏,无,1.6,Doggii,https://www.douyu.com//7056277
穿越火线,【暴躁厨师】感谢陪伴,无,1.6,言意轩OvO,https://www.douyu.com//43433
穿越火线,斗鱼知名气人主播！,无,1.6,呆萌的胖白白,https://www.douyu.com//7262035
穿越火线,最天使 感谢暴躁哥,无,1.5,cf高科,https://www.douyu.com//4879531
穿越火线,粉丝牌免费上段,无,1.5,把糖给果果,https://www.douyu.com//10682458
穿越火线,幻神M200/幻神宠儿/迷迭香,无,1.4,骚涵cf活动达人,https://www.douyu.com//9775733
穿越火线,【张公子】我有一颗力挽狂澜的心,无,1.4,人间清醒张公子,https://www.douyu.com//1276747
穿越火线,练枪准备下赛季冲分,无,1.3,御夜灬晓江江,https://www.douyu.com//8771668
穿越火线,毁灭青帝-甜心教官-十年解忧,无,1.2,谦QS狙击魔术师,https://www.douyu.com//7696318
穿越火线,莯莯最下饭~,无,1.2,酥笑儿,https://www.douyu.com//6382766
穿越火线,一个安静的女子,无,1.2,Qf小冷子丶,https://www.douyu.com//5820741
穿越火线,全区9A91排位走起～鱼儿,无,1.2,化羽鱼儿,https://www.douyu.com//10097267
穿越火线,全区帮打排位/首胜/荣耀/效率/秒上,无,1.2,月亮与海QAQ,https://www.douyu.com//5598976
穿越火线,刀战全能主播，枪王之王不是有手就行~,无,1.1,北部小沐,https://www.douyu.com//9585425
穿越火线,全区帮打排位,无,1.1,白鲨吴琪,https://www.douyu.com//54357
穿越火线,坚持健身的 Day one ！,无,1.1,1ove7ovo,https://www.douyu.com//9197630
穿越火线,刚回来，谢谢各位的陪伴,无,1,喵喵De,https://www.douyu.com//10449692
穿越火线,清朝老兵我是钢爷爷,无,1,清朝老兵我是钢爷爷,https://www.douyu.com//10714608
穿越火线,练枪练枪 4832066,无,1,思腾LG,https://www.douyu.com//4832066
穿越火线,小陈不会玩狙，小陈步枪很菜,无,1,E十丶陈卓,https://www.douyu.com//9937879
穿越火线,免费代打排位首胜~！！,无,1,是南柯哟,https://www.douyu.com//9943955
穿越火线,帮打/全区秒上/免费三局,无,1,六艺time,https://www.douyu.com//8406181
穿越火线,免费首胜，求支持，人在上海,无,0.9,Aka月丶,https://www.douyu.com//3330527
穿越火线,生化模式，开！！,无,0.9,古逸飞丶,https://www.douyu.com//10135418
穿越火线,全区排位/只要未来可期今天就值得欢喜,无,0.9,甜心pro,https://www.douyu.com//9700569
穿越火线,首胜，上分~~~~~~~,无,0.9,原老6,https://www.douyu.com//5617362
穿越火线,聊聊天吧，,无,0.9,疯婆子兮,https://www.douyu.com//6415422
穿越火线,恭喜皇三爷 升26级牌子 感谢一直支持！,无,0.8,疯狂丶318,https://www.douyu.com//3332955
穿越火线,新赛季/秒上号/首胜,无,0.8,超神和纱QAQ,https://www.douyu.com//9592238
穿越火线,今天玩玩娱乐,无,0.8,妄喑,https://www.douyu.com//9177338
穿越火线,深夜娱乐~~~,CFS冠军,0.8,白鲨三井,https://www.douyu.com//6727664
穿越火线,南部荣耀之巅掉豆主播...,无,0.8,cf烨七驹,https://www.douyu.com//10729069
穿越火线,单身狗的520 10713950,无,0.7,陨陨陨陨石坑宇夜,https://www.douyu.com//10713950
穿越火线,暴躁追击，全程小道,无,0.7,张子安i,https://www.douyu.com//3224286
穿越火线,训练训练~ 3970677,无,0.7,白鲨深海,https://www.douyu.com//3970677
穿越火线,全区排位/效率上分/秒上,CF国服顶尖AN94,0.7,AN94冷羽,https://www.douyu.com//7431545
穿越火线,梓毅：首胜/上分到荣耀/上豆/荣耀之巅,无,0.7,CF梓毅,https://www.douyu.com//6986060
穿越火线,NAME?,无,0.7,melody小锦,https://www.douyu.com//5375983
穿越火线,娱乐主播又菜又爱玩 10736943,无,0.7,混分魔王院长,https://www.douyu.com//10736943
穿越火线,炼狱初级一起训练,无,0.7,银锣许七安,https://www.douyu.com//4405540
穿越火线,点个关注免费上号咯！,无,0.6,暴力劈柴,https://www.douyu.com//10591068
穿越火线,呐邱：全网高效率上分/荣耀/之巅/,2016百城联赛秋季赛厦门金枪王,0.6,白日梦想家呐邱,https://www.douyu.com//1319636
穿越火线,无聊的一天 10688931,无,0.6,东方月初Kate,https://www.douyu.com//10688931
穿越火线,5.24就我一个人吗？,无,0.6,白鲨菜妹妹,https://www.douyu.com//7353736
穿越火线,巅峰赛冲分 10009108,无,0.6,China符志志,https://www.douyu.com//10009108
穿越火线,粉丝牌免费上分，上分,无,0.6,丶阿绎,https://www.douyu.com//1834263
穿越火线,【北部战区】排位 首胜 水友赛,无,0.5,夺命书丶生,https://www.douyu.com//1571400
穿越火线,慢慢成长努力变强~,无,0.5,CF52秋,https://www.douyu.com//10656272
穿越火线,团队枪王之王dd,无,0.5,G9Bond,https://www.douyu.com//191191
穿越火线,斯人若彩虹，遇上方知有。,无,0.5,华北李二梦,https://www.douyu.com//7296404
穿越火线,你跟月亮一样迷人,无,0.4,萱萱小牧cat,https://www.douyu.com//4918481
穿越火线,这女的贼逗 技术女AK,无,0.4,哈哈哈爆炸吧a,https://www.douyu.com//5828737
穿越火线,孤影的直播间10038136,无,0.4,苦无712,https://www.douyu.com//10038136
穿越火线,裂开的一天  2321148,无,0.4,残叶舞秋山,https://www.douyu.com//2321148
穿越火线,全区排位帮打，上分，上豆,无,0.4,TK丶唐小贱,https://www.douyu.com//10277433
穿越火线,混底薪的一天,无,0.4,快叫我奶爸,https://www.douyu.com//7755389
穿越火线,免费/任务/挑战/活动,无,0.4,JinDaShu,https://www.douyu.com//9803122
穿越火线,人送外号黑屋小王子,无,0.4,卑微小滕,https://www.douyu.com//7192051
穿越火线,38岁阿姨，下饭主题专场,无,0.4,情久卷卷,https://www.douyu.com//9305472
穿越火线,生化酒店，第三真神，0加成跑酷！,无,0.4,新凰King,https://www.douyu.com//10207463
穿越火线,看我十连抽,无,0.4,大旭04099,https://www.douyu.com//8410960
穿越火线,用户886612的直播间,无,0.4,是个小学弟,https://www.douyu.com//10668667
穿越火线,新赛季搞起来/排位/秒上/上分/上豆，,无,0.4,皑无双,https://www.douyu.com//9198023
穿越火线,东部排位开始摆烂！！！,无,0.4,白鲨小古屋,https://www.douyu.com//6702766
穿越火线,打个卡，签个到，就下了,无,0.4,Hy缘哥,https://www.douyu.com//1743542
穿越火线,排位有想上分的吗！,三届TGA金枪王,0.3,WE卓洛,https://www.douyu.com//5435846
穿越火线,cf用10700k打战场模式,无,0.3,CF战场模式混经验,https://www.douyu.com//8331905
穿越火线,回忆总想哭，一个人太孤独,无,0.3,汉宫冬天,https://www.douyu.com//8584158
穿越火线,追求源于热爱！,无,0.3,白鲨杨彦好724,https://www.douyu.com//10197840
穿越火线,南部水友赛来快乐,无,0.3,5子小星,https://www.douyu.com//10411900
穿越火线,来个糊涂的大哥,CFPL S13亚军 2018G联赛冠军,0.3,WE丶UgLy,https://www.douyu.com//5402180
穿越火线,保持热爱 奔赴山海  2961070,无,0.3,cf雨落晴天,https://www.douyu.com//2961070
穿越火线,平凡的一个人，没事打打游戏,无,0.3,青瓦常念旧时雨,https://www.douyu.com//7853186
穿越火线,我赌你排位天天马枪,无,0.3,花花念伱如初,https://www.douyu.com//10718089
穿越火线,百度搜索特种部队创天,无,0.3,恋上猫的鱼i,https://www.douyu.com//9517516
穿越火线,北美Kaiz东部帮打~,无,0.3,Kaiz0162,https://www.douyu.com//8525970
穿越火线,南部枪王单双排,无,0.3,小诚不在家,https://www.douyu.com//8451992
穿越火线,适应适应gpw 686503,无,0.3,情久黎乐,https://www.douyu.com//686503
穿越火线,满满的正能量 9630452,无,0.3,松子儿er,https://www.douyu.com//9630452
穿越火线,刚睡醒  -。-,无,0.3,野猪佩奇boom,https://www.douyu.com//4739861
穿越火线,萌新来啦！ 9587319,无,0.3,你嘞大爷,https://www.douyu.com//9587319
穿越火线,夜色难免黑凉，前行必有曙光,无,0.3,弹道1st,https://www.douyu.com//5460452
穿越火线,打不过就说开了，多练练吧795691,无,0.3,CF南小城,https://www.douyu.com//795691
穿越火线,上点分！！！ 9698434,无,0.3,E十丶阿峰学长,https://www.douyu.com//9698434
穿越火线,帮打排位首胜 ，10514821,无,0.3,暖月HS,https://www.douyu.com//10514821
穿越火线,在四川，在巴中，在兴文,无,0.3,老赵阿珂,https://www.douyu.com//909387
穿越火线,帅子呀呀呀的直播间,无,0.3,帅子呀呀呀,https://www.douyu.com//10812050
穿越火线,大混子 排位日记,无,0.3,大混子一,https://www.douyu.com//10188078
穿越火线,兴周伐纣 订阅来一波！ 23808,无,0.2,电竞阆苑,https://www.douyu.com//23808
穿越火线,新主播   求关注.直播间,无,0.2,山东小盐妹,https://www.douyu.com//10844994
穿越火线,排位首胜/上分/秒上号~！,无,0.2,白鲨东笙,https://www.douyu.com//4454491
穿越火线,南部 娱乐,无,0.2,并肩ZL,https://www.douyu.com//9824903
穿越火线,来看看大帅哥张文吧,无,0.2,毕竟张文大帅哥,https://www.douyu.com//7835865
穿越火线,一枪穿云·-有菜又爱玩,无,0.2,九黎oe,https://www.douyu.com//10785241
穿越火线,北部传奇枪王有车位,无,0.2,汉宫阿柚,https://www.douyu.com//5428165
穿越火线,全区光速上分~,无,0.2,向无敌i,https://www.douyu.com//10789000
穿越火线,每天努力练枪 9757843,无,0.2,一路向北99999,https://www.douyu.com//9757843
穿越火线,CF东部前百小马第一探花,无,0.2,做梦也要笑,https://www.douyu.com//8092578
穿越火线,光速大逃脱穿越火线特辑,无,0.2,穿越火线赛事,https://www.douyu.com//5388537
穿越火线,全区，刀排，枪排，团队，枪王之王！,无,0.2,美男囝,https://www.douyu.com//7663429
穿越火线,错可以改，那错过勒？,无,0.2,PassengerMark,https://www.douyu.com//9658100
穿越火线,山东杯16强山东中医药VS山东财经,无,0.2,山东中医药大学电竞社,https://www.douyu.com//10808307
穿越火线,神明的直播间 10792638,无,0.2,白衣是我儿,https://www.douyu.com//10792638
穿越火线,北部~芜湖起飞,无,0.2,CF嗨海海,https://www.douyu.com//10229549
穿越火线,南部内掏bo1,无,0.2,a小文aaaa,https://www.douyu.com//9048721
穿越火线,你的梦想，我的生活,无,0.2,别抓月光酱,https://www.douyu.com//10538810
穿越火线,关注主播Lou,无,0.2,CF玖久吖,https://www.douyu.com//10250076
穿越火线,Ju-选手 ;世间,无,0.2,懂你未晚,https://www.douyu.com//9734082
穿越火线,传说武器全家桶，暴揍小红和小蓝~,无,0.2,神之刃y,https://www.douyu.com//9360048
穿越火线,被掏兜的每一天,无,0.2,东部万里青山,https://www.douyu.com//10350893
穿越火线,帮打首胜，定级和各大区刀排,无,0.2,潮南1999,https://www.douyu.com//10762773
穿越火线,东部蛋糕之最强加特林。,无,0.2,热度龙虾,https://www.douyu.com//9657606
穿越火线,枪王排位7844249,无,0.1,A醉生阿,https://www.douyu.com//7844249
穿越火线,排位排位！ 8128637,无,0.1,皮皮兔驾,https://www.douyu.com//8128637
穿越火线,北部荣耀排位 10624090,无,0.1,CF挽留,https://www.douyu.com//10624090
穿越火线,”山东杯“决赛！,山东财经大学电竞社,0.1,山东财经大学电竞社,https://www.douyu.com//10630525
穿越火线,关注免费上号AG.恒少,无,0.1,ToTkiss囧rz,https://www.douyu.com//9777676
穿越火线,? 欢迎收看今日碎碎念,无,0.1,晚千秋也,https://www.douyu.com//9294107
穿越火线,有我这么喜欢你的人，要好好珍惜哦。,无,0.1,顾北仑丶,https://www.douyu.com//7227105
穿越火线,荣耀世冠套装展示,无,0.1,苏皓98,https://www.douyu.com//4167811
穿越火线,打打小号排位咯,无,0.1,自闭男孩颜晨,https://www.douyu.com//5774643
穿越火线,想玩的一起来 6079089,无,0.1,丿坏大大丿857,https://www.douyu.com//6079089
穿越火线,全区枪王之王/荣耀之巅,无,0.1,来生去做氧气,https://www.douyu.com//10601583
穿越火线,宇凡，新人来个关注吧,无,0.1,宇凡YuFn,https://www.douyu.com//6947064
穿越火线,北部李寻欢的直播间,无,0.1,北部李寻欢,https://www.douyu.com//9849873
穿越火线,新人主播免费上号 10138358,无,0.1,CF阳仔,https://www.douyu.com//10138358
穿越火线,北部排位开始,无,0.1,江山路远,https://www.douyu.com//7616849
穿越火线,二十二in的直播间,无,0.1,二十二in,https://www.douyu.com//10800272
穿越火线,质量局娱乐猛猛冲！,无,0.1,柔情丶YR,https://www.douyu.com//2891223
穿越火线,东部经典遗迹,无,0.1,大梦还是那个大梦,https://www.douyu.com//10818596
穿越火线,是你的憨豆吖,无,0.1,是你的憨豆吖,https://www.douyu.com//10850182
穿越火线,丝丝的贴身侍卫,无,0.1,i5885820,https://www.douyu.com//10741338
穿越火线,无聊中，坐会图。,无,0.1,笙庆丶,https://www.douyu.com//10863696
穿越火线,没有感情的掉豆之王,无,0.1,白鲨子文,https://www.douyu.com//33759
穿越火线,娱乐娱乐乐 10782681,无,0.1,朱皮饿霸,https://www.douyu.com//10782681
穿越火线,山东交通职业学院电竞社的直播间,无,0.1,浅唱姐的忧伤,https://www.douyu.com//10808328
穿越火线,QaQ无聊日记,无,0.1,雅鱼QAQ,https://www.douyu.com//1612949
穿越火线,粉丝免费帮打排位,无,0.1,子辰也,https://www.douyu.com//10848613
穿越火线,卷毛:新主播点关注免费上号打排位,无,0.1,温柔的卷毛,https://www.douyu.com//5912038
穿越火线,山东杯小组赛  十组淘汰赛,无,0.1,别离已成必然,https://www.douyu.com//10808341
穿越火线,练枪，广州靓仔南部个人竞技,无,0.1,广州靓仔Doven,https://www.douyu.com//7030688
穿越火线,搞起来兄弟们...,无,0.1,掉像的多巴胺,https://www.douyu.com//9239574
穿越火线,吴壮壮有点忙,无,0.1,吴壮壮很忙,https://www.douyu.com//10819851
穿越火线,醉词521的直播间,无,0.1,醉词521,https://www.douyu.com//10816090
穿越火线,坐牢局1111111111111111,无,0.1,萌萌的小鬼鬼,https://www.douyu.com//2116325
穿越火线,生化金字塔狂魔 9810222,无,0.1,小甜心ii,https://www.douyu.com//9810222
穿越火线,新主播第一次直播哟~,无,0.1,白鲨凤九,https://www.douyu.com//10859121
穿越火线,山东杯四强争霸赛,威海职业学院电竞社,0.1,威海职业学院电竞社,https://www.douyu.com//10630538
穿越火线,新人主播：北部排位,无,0.1,KZ晴妹妹,https://www.douyu.com//7984277
穿越火线,前百选手 全区帮排位,无,0.1,CF丶语志,https://www.douyu.com//9117965
穿越火线,带大家看掉宗师,无,0.1,初光电子竞技协会,https://www.douyu.com//10639148
穿越火线,关注免费首胜 10751541,无,0.1,在下一晨曦,https://www.douyu.com//10751541
穿越火线,cf校内内战，周日,贵州师范大学电竞社,0.1,贵州师范大学电竞社,https://www.douyu.com//10318616
